Problem name,Problem category,Problem source,Application,Number of variables,QP dimension,QP norm (order = infty),QP condition (2-norm),QP min,QP max,QP nonzeros,Number of equality constraints,Number of inequality constraints,equality norm (order = infty),inequality norm (order = infty),equality condition number (2-norm),inequality condition number (2-nrom),equality nonzeros,inequality nonzeros,equality max,inequality max,equality min,inequality min
Beam_floor224,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.335538805608,\,-633.1356636967184,1654.8091127526272,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor218,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.403298662408,\,-633.4899423631679,1655.5756550567155,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor219,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.157067859993,\,-633.4026791814275,1655.3928358149324,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor225,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.299553281178,\,-633.1297176699584,1654.7848119497899,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor231,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.052010380918,\,-633.4355771626539,1655.2872995271262,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor153,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.183269275067,\,-633.1166251280487,1655.338710329304,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor147,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6499.203935732061,\,-635.7791196547097,1660.1534477404084,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor190,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.077375009913,\,-633.733797655681,1655.479879446004,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor184,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.954059276406,\,-634.3973550588936,1656.8620172994943,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor192,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.731962550722,\,-633.563912467378,1655.143430874813,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor186,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6495.242347883152,\,-634.176195112413,1656.3920523411332,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor151,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6496.30706591786,\,-634.0987805625998,1657.3336831682097,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor145,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6499.598633790406,\,-636.1204084499726,1660.3096251373645,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor179,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6497.465300989824,\,-634.7707876972822,1657.7351570680123,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor227,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.377474241613,\,-633.170623482647,1654.8373986550737,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor233,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.5511368551915,\,-633.6281257630127,1655.6229195392166,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor232,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.2945757764555,\,-633.5289477702889,1655.4498666365325,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor226,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.313761504043,\,-633.141489944972,1654.794557800573,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor178,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6497.6203717638955,\,-634.7957530757502,1657.8212832542708,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor144,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6499.520394585905,\,-636.1201778989772,1660.029154910476,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor150,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6497.252629582223,\,-634.5918890681917,1658.264266343321,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor187,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6494.906647842601,\,-634.0608586869345,1656.1511008427674,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
Beam_floor193,computer graphics,GAUSS Repository,Contact Simulation,1572,1572,6493.632842537053,\,-633.5020467468364,1655.027375205941,25662,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2
