,Problem name,Problem category,Problem source,Application,Number of variables,QP dimension,QP norm (order = infty),QP condition (2-norm),QP min,QP max,QP nonzeros,Number of equality constraints,Number of inequality constraints,equality norm (order = infty),inequality norm (order = infty),equality condition number (2-norm),inequality condition number (2-nrom),equality nonzeros,inequality nonzeros,equality max,inequality max,equality min,inequality min,Unnamed: 0
105,Beam_floor133,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6491.3387567634745,\,-632.5857000607634,1654.132364672988,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
106,Beam_floor197,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.734216290229,\,-633.4440382368756,1654.9926438060882,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
107,Beam_floor183,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6496.310364964876,\,-634.4974966703197,1657.080318701596,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
108,Beam_floor168,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.590017428658,\,-633.5137866306009,1655.4992179535293,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
109,Beam_floor154,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.098104151352,\,-632.6747231180551,1654.3857144331748,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
110,Beam_floor140,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6497.661082664763,\,-635.1001067842919,1657.2697745535372,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
111,Beam_floor222,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.551002913679,\,-633.1992187104056,1654.9579456075503,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
112,Beam_floor236,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.321324437411,\,-633.9322365389032,1656.1530414836398,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
113,Beam_floor237,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.552279391049,\,-634.0265596911662,1656.3166452159858,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
114,Beam_floor223,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.42043915341,\,-633.159104246988,1654.8672825620727,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
115,Beam_floor141,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6498.326445106781,\,-635.4774194167343,1658.10020148326,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
116,Beam_floor155,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6492.063573603847,\,-632.2918963273563,1653.5289695397105,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
117,Beam_floor169,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.422623227394,\,-633.7772383463279,1656.0322291090602,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
118,Beam_floor182,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6496.65223049671,\,-634.58724481066,1657.2811841940977,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
119,Beam_floor196,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.63799205716,\,-633.4293792571897,1654.9350032215243,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
120,Beam_floor180,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6497.24301963661,\,-634.7261699779333,1657.6131079762188,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
121,Beam_floor194,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.584664095753,\,-633.4583330025432,1654.9523690585845,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
122,Beam_floor143,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6499.2722753975095,\,-636.0058331540338,1659.5377452372418,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
123,Beam_floor157,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6490.333465122577,\,-631.7563035408205,1652.2523862175085,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
124,Beam_floor209,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.793635658154,\,-634.0723569173324,1656.7134602797876,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
125,Beam_floor235,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.072592640258,\,-633.8325938733211,1655.9796468085026,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
126,Beam_floor221,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.722094638413,\,-633.254593406267,1655.078497033036,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
127,Beam_floor220,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.926875203403,\,-633.3232470376449,1655.2251169722638,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
128,Beam_floor234,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.813243408612,\,-633.7302914524295,1655.8012499587505,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
129,Beam_floor208,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.740865751234,\,-634.0655521460957,1656.6752998184754,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
130,Beam_floor156,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6491.127684895949,\,-631.9825717382172,1652.8081681561216,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
131,Beam_floor142,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6498.868959911083,\,-635.7863617096797,1658.8767794273847,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
132,Beam_floor195,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.587015159501,\,-633.4339809318324,1654.9212453268453,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
133,Beam_floor181,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6496.967452913916,\,-634.6642305710368,1657.4602392039067,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
134,Beam_floor185,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.594606930746,\,-634.2893445665468,1656.6309039769142,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
135,Beam_floor191,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.880965624419,\,-633.6420007485092,1655.296137942198,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
136,Beam_floor146,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6499.495329413492,\,-636.004842294514,1660.3536740805537,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
137,Beam_floor152,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.269145303463,\,-633.5987736814444,1656.3395149015385,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
138,Beam_floor230,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.831715330594,\,-633.3507151797385,1655.1402724198351,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
139,Beam_floor224,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.335538805608,\,-633.1356636967183,1654.8091127526272,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
140,Beam_floor218,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.403298662409,\,-633.4899423631679,1655.5756550567155,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
141,Beam_floor219,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.157067859993,\,-633.4026791814275,1655.3928358149326,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
142,Beam_floor225,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.299553281178,\,-633.1297176699584,1654.78481194979,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
143,Beam_floor231,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.052010380918,\,-633.4355771626539,1655.2872995271262,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
144,Beam_floor153,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.183269275067,\,-633.1166251280488,1655.338710329304,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
145,Beam_floor147,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6499.203935732061,\,-635.7791196547098,1660.1534477404086,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
146,Beam_floor190,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.077375009913,\,-633.733797655681,1655.4798794460041,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
147,Beam_floor184,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.954059276406,\,-634.3973550588937,1656.8620172994947,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
148,Beam_floor192,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.731962550722,\,-633.563912467378,1655.143430874813,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
149,Beam_floor186,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6495.2423478831515,\,-634.176195112413,1656.3920523411332,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
150,Beam_floor151,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6496.30706591786,\,-634.0987805625997,1657.3336831682095,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
151,Beam_floor145,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6499.598633790407,\,-636.1204084499726,1660.3096251373645,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
152,Beam_floor179,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6497.465300989824,\,-634.7707876972822,1657.7351570680123,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
153,Beam_floor227,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.377474241613,\,-633.170623482647,1654.8373986550735,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
154,Beam_floor233,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.5511368551915,\,-633.6281257630128,1655.6229195392166,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
155,Beam_floor232,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.294575776456,\,-633.5289477702888,1655.4498666365325,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
156,Beam_floor226,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.313761504043,\,-633.141489944972,1654.794557800573,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
157,Beam_floor178,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6497.620371763896,\,-634.7957530757503,1657.8212832542706,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
158,Beam_floor144,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6499.520394585905,\,-636.1201778989773,1660.029154910476,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
159,Beam_floor150,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6497.252629582223,\,-634.5918890681918,1658.264266343321,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
160,Beam_floor187,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6494.906647842601,\,-634.0608586869345,1656.1511008427676,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
161,Beam_floor193,computer graphics,GAUSS Repository,Contact Simulation,1572.0,1572.0,6493.632842537053,\,-633.5020467468364,1655.0273752059409,25662.0,\,141,\,1.2,\,\,\,423,\,0.2,\,0.2,
0,lamb_falling0,computer graphics,GAUSS Repository,Contact Simulation,2403.0,2403.0,122037.3184411641,\,-19402.771553747833,51379.359567758,37998.0,\,10,\,1.2,\,\,\,30,\,0.2,\,-1.0,
1,lamb_lamb34,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.73417376043,\,-144.48992473008585,47051.646855811836,75996.0,\,1377,\,281.75942969956975,\,\,\,33048,\,76.15121386444882,\,-78.15243698004244,
2,lamb_lamb20,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.95476640383,\,-140.48142338501324,47051.58072999232,75996.0,\,1332,\,286.7179259699032,\,\,\,31968,\,66.8927437686671,\,-78.11113073682225,
3,lamb_lamb3,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.27859970252,\,-139.91330717598623,47051.55020234233,75996.0,\,1320,\,279.8444710679426,\,\,\,31680,\,65.4812831284215,\,-78.1077120825301,
4,lamb_lamb2,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.21933031264,\,-139.9263697383143,47051.54749834882,75996.0,\,1323,\,275.5249360315426,\,\,\,31752,\,65.51576406261971,\,-78.10714347934348,
5,lamb_lamb21,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.95581336707,\,-140.76252473679062,47051.58422137618,75996.0,\,1332,\,286.4990604564265,\,\,\,31968,\,66.93967468558394,\,-78.1110349458406,
6,lamb_lamb35,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.71157961851,\,-144.8054893390761,47051.651941625205,75996.0,\,1383,\,281.8160087421031,\,\,\,33192,\,76.20361109099133,\,-78.15782941249714,
7,lamb_lamb23,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.94593526734,\,-141.39554484590255,47051.5919923296,75996.0,\,1344,\,285.7081352077502,\,\,\,32256,\,67.10807741584465,\,-78.11075841099563,
8,lamb_lamb0,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.06853188039,\,-139.83703948609494,47051.542730460045,75996.0,\,1323,\,268.16536764169706,\,\,\,31752,\,65.5788506855553,\,-78.10587647378307,
9,lamb_lamb1,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.14394077676,\,-139.89900357235862,47051.54511319264,75996.0,\,1323,\,269.64990122688704,\,\,\,31752,\,65.54823413484088,\,-78.1065759264238,
10,lamb_lamb36,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.68678321312,\,-145.1104883456654,47051.65700631198,75996.0,\,1374,\,281.9256023613683,\,\,\,32976,\,76.23293351971745,\,-78.16538921567539,
11,lamb_lamb22,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.95211676916,\,-141.06815787165104,47051.58791685025,75996.0,\,1332,\,286.09606891145245,\,\,\,31968,\,67.05890196677052,\,-78.1110141839507,
12,lamb_lamb26,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.89825158099,\,-142.42963581473703,47051.604747121775,75996.0,\,1350,\,284.92407324073037,\,\,\,32400,\,67.85266803326894,\,-78.10979356730249,
13,lamb_lamb32,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.76632482724,\,-143.92476901144258,47051.63424273838,75996.0,\,1383,\,281.5371514315685,\,\,\,33192,\,76.1308004936928,\,-78.14063596109652,
14,lamb_lamb5,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.39714221684,\,-139.7751659599038,47051.555492986336,75996.0,\,1326,\,285.0050469291048,\,\,\,31824,\,65.40692725156453,\,-78.10864816858967,
15,lamb_lamb4,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.33780889047,\,-139.86064473883826,47051.5528665449,75996.0,\,1320,\,282.87154136483025,\,\,\,31680,\,65.44433554931696,\,-78.10820542674391,
16,lamb_lamb33,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.75223464967,\,-144.2144113448783,47051.64059438214,75996.0,\,1389,\,281.62130995744303,\,\,\,33336,\,76.13003769967685,\,-78.14467964043263,
17,lamb_lamb27,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.87193307863,\,-142.79002406403546,47051.60898616455,75996.0,\,1338,\,284.7708888834527,\,\,\,32112,\,67.94253207541067,\,-78.10923927972802,
18,lamb_lamb31,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.79454797873,\,-143.73741640225242,47051.62853462073,75996.0,\,1377,\,281.4222943338594,\,\,\,33048,\,76.12105030355241,\,-78.13290484111822,
19,lamb_lamb25,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.91894294416,\,-142.07567391962039,47051.60044954375,75996.0,\,1350,\,285.18098565185113,\,\,\,32400,\,67.64306697930151,\,-78.11013965543346,
20,lamb_lamb19,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.94836678334,\,-140.21554140487936,47051.57741851934,75996.0,\,1332,\,286.87584052769694,\,\,\,31968,\,66.84994113699389,\,-78.11116938864505,
21,lamb_lamb6,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.45475298527,\,-139.5693486262096,47051.558071839485,75996.0,\,1320,\,278.3818983747412,\,\,\,31680,\,65.36757681246633,\,-78.10907502054853,
22,lamb_lamb7,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.51153548852,\,-139.36756354660665,47051.560565181935,75996.0,\,1326,\,281.40465393392464,\,\,\,31824,\,65.35032078016711,\,-78.10948502942563,
23,lamb_lamb18,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.93669102258,\,-139.9655597289204,47051.57591591215,75996.0,\,1326,\,286.9840454148686,\,\,\,31824,\,66.81185003111403,\,-78.11111339560689,
24,lamb_lamb24,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.93471661801,\,-141.7304837131834,47051.59617563795,75996.0,\,1338,\,285.45154549542906,\,\,\,32112,\,67.39882761625427,\,-78.11043839620626,
25,lamb_lamb30,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.81188667225,\,-143.56466435163642,47051.62296741858,75996.0,\,1359,\,284.0358383711691,\,\,\,32616,\,76.11466046804019,\,-78.12381400164216,
26,lamb_lamb29,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.82840594623,\,-143.34785198651164,47051.61770781219,75996.0,\,1341,\,284.28206624125625,\,\,\,32184,\,76.11260150048375,\,-78.11497088428635,
27,lamb_lamb15,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.87101969906,\,-139.33555142953668,47051.574678948935,75996.0,\,1326,\,287.09361172651575,\,\,\,31824,\,66.72811365272827,\,-78.11090404474884,
28,lamb_lamb14,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.83945454544,\,-139.17973549919648,47051.573722302295,75996.0,\,1326,\,287.0657920941925,\,\,\,31824,\,66.70440971946937,\,-78.1108793179597,
29,lamb_lamb28,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.84124535027,\,-143.11817406077478,47051.61311641791,75996.0,\,1368,\,284.58861438083414,\,\,\,32832,\,76.10588505414408,\,-78.10860743331249,
30,lamb_lamb16,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.89789422466,\,-139.52185403707387,47051.575364817414,75996.0,\,1326,\,287.0879331356369,\,\,\,31824,\,66.75536751502523,\,-78.11089967954466,
31,lamb_lamb9,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.62055788377,\,-139.05539660389238,47051.565221075514,75996.0,\,1338,\,285.39543636250215,\,\,\,32112,\,66.1740284051253,\,-78.11017166203956,
32,lamb_lamb8,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.56701055338,\,-139.19082289187776,47051.56295526542,75996.0,\,1332,\,283.7978813791952,\,\,\,31968,\,65.78647621808501,\,-78.10986152272493,
33,lamb_lamb17,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.91983090196,\,-139.73330838452793,47051.57577619413,75996.0,\,1326,\,287.05269134507586,\,\,\,31824,\,66.77946776260066,\,-78.11086968998883,
34,lamb_lamb13,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.8034604766,\,-139.0602741593158,47051.57250355728,75996.0,\,1332,\,286.99648096032706,\,\,\,31968,\,66.67863831299456,\,-78.1108198300266,
35,lamb_lamb12,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.76328255725,\,-138.98022111103847,47051.57101226616,75996.0,\,1332,\,286.8691297819052,\,\,\,31968,\,65.14453503081309,\,-78.11073621980455,
36,lamb_lamb10,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.67117951176,\,-138.97344747142802,47051.567342998605,75996.0,\,1326,\,286.07216499823767,\,\,\,31824,\,65.21606263019295,\,-78.11040707882046,
37,lamb_lamb11,computer graphics,GAUSS Repository,Contact Simulation,4806.0,4806.0,109471.7191099994,\,-138.94763160852773,47051.569280585565,75996.0,\,1332,\,286.6472375616334,\,\,\,31968,\,66.54782555752547,\,-78.11060331068302,
0,farmer,computer graphics,Daniel and Marek paper,Model Construction,32818.0,32818.0,11.233613723749952,\,-2.6378810496125684,6.088142506406784,120605.0,2405,404,2.0,2.0,\,\,4810,808,1.0,1.0,-1.0,1.0,
1,lamb,computer graphics,Daniel and Marek paper,Model Construction,29600.0,29600.0,10.752706436736153,\,-2.6010551902613703,6.769570108999629,108997.0,702,1838,2.0,2.0,\,\,1404,3676,1.0,1.0,-1.0,1.0,
2,wolf,computer graphics,Daniel and Marek paper,Model Construction,31508.0,31508.0,11.238331000648754,\,-2.601055190261321,5.9175174789067455,115397.0,377,989,2.0,2.0,\,\,754,1978,1.0,1.0,-1.0,1.0,
3,bunny,computer graphics,Daniel and Marek paper,Model Construction,19359.0,19359.0,11.622979047709824,\,-2.6800053756297144,5.9849193643538285,71550.0,1136,404,2.0,2.0,\,\,2272,808,1.0,1.0,-1.0,1.0,
4,unicorn,computer graphics,Daniel and Marek paper,Model Construction,21531.0,21531.0,11.122562219003283,\,-2.61220649998522,5.832506627157472,79488.0,242,617,2.0,2.0,\,\,484,1234,1.0,1.0,-1.0,1.0,
5,elephant,computer graphics,Daniel and Marek paper,Model Construction,39249.0,39249.0,11.421706178485508,\,-2.601055190261329,5.908600152355738,146568.0,502,1650,2.0,2.0,\,\,1004,3300,1.0,1.0,-1.0,1.0,
0,bunny_bunny1,computer graphics,GAUSS Repository,Contact Simulation,32454.0,32454.0,2.207419272345507,\,-0.4518691262989574,0.6583636412127949,602460.0,\,51,\,3.4322765814122733,\,\,\,1224,\,0.9172855162361344,\,0.9172855162361344,
1,bunny_bunny0,computer graphics,GAUSS Repository,Contact Simulation,32454.0,32454.0,2.207393906165335,\,-0.4519061739866691,0.6584002488531767,602460.0,\,177,\,3.4430391147398547,\,\,\,4248,\,0.9729711923592164,\,0.9729711923592164,
2,bunny2_bunny0,computer graphics,GAUSS Repository,Contact Simulation,32454.0,32454.0,2.207393906165335,\,-0.4519061739866691,0.6584002488531767,602460.0,\,177,\,3.4430391147398547,\,\,\,4248,\,0.9729711923592164,\,0.9729711923592164,
3,bunny2_bunny1,computer graphics,GAUSS Repository,Contact Simulation,32454.0,32454.0,2.207419272345507,\,-0.4518691262989574,0.6583636412127949,602460.0,\,51,\,3.4322765814122733,\,\,\,1224,\,0.9172855162361344,\,0.9172855162361344,
4,bunny_falling0,computer graphics,GAUSS Repository,Contact Simulation,16227.0,16227.0,220.44946002626563,\,-45.193404609176426,65.79748413936731,301230.0,\,1167,\,1.2,\,\,\,3501,\,0.2,\,0.2,
5,bunny2_falling0,computer graphics,GAUSS Repository,Contact Simulation,16227.0,16227.0,220.44946002626563,\,-45.193404609176426,65.79748413936731,301230.0,\,1167,\,1.2,\,\,\,3501,\,0.2,\,0.2,
0,alligator9,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
1,alligator8,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
2,alligator1,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
3,alligator3,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
4,alligator2,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
5,alligator6,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
6,alligator7,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
7,alligator5,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
8,alligator4,computer graphics,libigl,Image deformation,928.0,928.0,0.9837025239812338,\,-0.2161634219191905,0.4376698686171609,8379.0,9,919,1.0,1.0,\,\,9,919,1.0,1.0,1.0,1.0,
0,knight_knight3,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983969262977176,\,-1.0756814740801706,1.820132764078064,255528.0,\,57,\,192.22869852535496,\,\,\,1368,\,53.84678479867575,\,53.84678479867575,
1,knight_knight2,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983985065341706,\,-1.0756460960224088,1.820132070841619,255528.0,\,75,\,230.50143809847492,\,\,\,1800,\,55.418861722591636,\,55.418861722591636,
2,knight_knight0,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983988124303548,\,-1.0756366343778392,1.8201319809988077,255528.0,\,30,\,226.8947153854409,\,\,\,720,\,47.13653607558663,\,47.13653607558663,
3,knight_knight1,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983987925091977,\,-1.0756371512405525,1.8201319858315692,255528.0,\,48,\,227.92017950438526,\,\,\,1152,\,49.42967430587396,\,49.42967430587396,
4,knight_knight5,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983787067021423,\,-1.0757302954512729,1.8201497851073738,255528.0,\,60,\,187.97858881528796,\,\,\,1440,\,58.89598884640728,\,58.89598884640728,
5,knight_knight4,computer graphics,GAUSS Repository,Contact Simulation,14850.0,14850.0,6.983916569589943,\,-1.0757391708189663,1.820136348406854,255528.0,\,36,\,189.02149602621415,\,\,\,864,\,58.93894830408596,\,58.93894830408596,
